##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;;;;x
PROV1963;North Peru-Chile Trench;North Peru-Chile Trench;North Peru-Chile Trench;Norte de la fosa Peruano-Chilena;Nördl. Peru-Chile-Graben;North Peru-Chile Trench;;;;;X
PROV1964;Manta Bay;Manta Bay;Manta Bay;Bahía de Manta;Manta-Bucht;Manta Bay;;;;;X
PROV1965;Gulf of Guayaquil;Gulf of Guayaquil;Gulf of Guayaquil;Golfo de Guayaquil;Gulf of Guayaquil;Gulf of Guayaquil;;;;;X
PROV1966;Samanco Bay;Samanco Bay;Samanco Bay;Bahía de Samanco;Samanco-Bucht;Samanco Bay;;;;;X
PROV1967;Central Peru-Chile Trench;Central Peru-Chile Trench;Central Peru-Chile Trench;Centro de la fosa Peruano-Chilena;Mittl. Peru-Chile-Graben;Central Peru-Chile Trench;;;;;X
PROV1968;Peru Basin;Peru Basin;Peru Basin;Cuenca peruana;Perubecken;Peru Basin;;;;;X
PROV1969;East Easter Fracture Zone;East Easter Fracture Zone;East Easter Fracture Zone;Zona de fractura oriental de Pascua;Östl. Oster-Bruchzone;East Easter Fracture Zone;;;;;X
PROV1970;East Marquesas Fracture Zone;East Marquesas Fracture Zone;East Marquesas Fracture Zone;Zona de fractura oriental de las Marquesas;Östl. Marquesas-Bruchzone;East Marquesas Fracture Zone;;;;;X
PROV1971;West Easter Fracture Zone;West Easter Fracture Zone;West Easter Fracture Zone;Zona de fractura occidental de Pascua;Westl. Oster-Bruchzone;West Easter Fracture Zone;;;;;X
PROV1972;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;Zona de fractura central de las Marquesas;Mittl. Marquesas-Bruchzone;Central Marquesas Fracture Zone;;;;;X
PROV1973;West Marquesas Fracture Zone;West Marquesas Fracture Zone;West Marquesas Fracture Zone;Zona de fractura occidental de las Marquesas;Westl. Marquesas-Bruchzone;West Marquesas Fracture Zone;;;;;X
PROV1974;Manihiki Plateau;Manihiki Plateau;Manihiki Plateau;Meseta de Manihiki;Manihiki-Plateau;Manihiki Plateau;;;;;X
PROV1975;North Tonga Trench;North Tonga Trench;North Tonga Trench;Fosa septentrional de las Tonga;Nördl. Tonga-Graben;North Tonga Trench;;;;;X
PROV1976;Norfolk Ridge;Norfolk Ridge;Norfolk Ridge;Dorsal de las Norfolk;Norfolk-Rücken;Norfolk Ridge;;;;;X
PROV1977;Kermadec Trench;Kermadec Trench;Kermadec Trench;Fosa de las Kermadec;Kermadec-Graben;Kermadec Trench;;;;;X
PROV1978;East Campbell Plateau;East Campbell Plateau;East Campbell Plateau;Meseta oriental de Campbell;Östl. Campbell-Plateau;East Campbell Plateau;;;;;X
PROV1979;West Louisville Ridge;West Louisville Ridge;West Louisville Ridge;Dorsal occidental de Louisville;Westl. Louisville-Rücken;West Louisville Ridge;;;;;X
PROV1980;West Tonga Trench;West Tonga Trench;West Tonga Trench;Fosa occidental de las Tonga;Westl. Tonga-Graben;West Tonga Trench;;;;;X
PROV1981;East Tonga Trench;East Tonga Trench;East Tonga Trench;Fosa oriental de las Tonga;Östl. Tonga-Graben;East Tonga Trench;;;;;X
PROV1982;East Louisville Ridge;East Louisville Ridge;East Louisville Ridge;Dorsal oriental de Louisville;Östl. Louisville-Rücken;East Louisville Ridge;;;;;X
PROV1983;West Udintsev Fracture Zone;West Udintsev Fracture Zone;West Udintsev Fracture Zone;Zona de fractura occidental de Udintsev;Westl. Udintsev-Bruchzone;West Udintsev Fracture Zone;;;;;X
PROV1984;Central Udintsev Fracture Zone;Central Udintsev Fracture Zone;Central Udintsev Fracture Zone;Zona de fractura central de Udintsev;Mittl. Udintsev-Bruchzone;Central Udintsev Fracture Zone;;;;;X
PROV1985;West Eltanin Fracture Zone;West Eltanin Fracture Zone;West Eltanin Fracture Zone;Zona de fractura occidental de Eltanin;Westl. Eltanin-Bruchzone;West Eltanin Fracture Zone;;;;;X
PROV1986;West Challenger Fracture Zone;West Challenger Fracture Zone;West Challenger Fracture Zone;Zona de fractura occidental de Challenger;Westl. Challenger-Bruchzone;West Challenger Fracture Zone;;;;;X
PROV1987;Central Challenger Fracture Zone;Central Challenger Fracture Zone;Central Challenger Fracture Zone;Zona de fractura central de Challenger;Mittl. Challenger-Bruchzone;Central Challenger Fracture Zone;;;;;X
PROV1988;Central Eltanin Fracture Zone;Central Eltanin Fracture Zone;Central Eltanin Fracture Zone;Zona de fractura central de Eltanin;Mittl. Eltanin-Bruchzone;Central Eltanin Fracture Zone;;;;;X
PROV1989;East Udintsev Fracture Zone;East Udintsev Fracture Zone;East Udintsev Fracture Zone;Zona de fractura oriental de Udintsev;Östl. Udintsev-Bruchzone;East Udintsev Fracture Zone;;;;;X
PROV1990;East Eltanin Fracture Zone;East Eltanin Fracture Zone;East Eltanin Fracture Zone;Zona de fractura oriental de Eltanin;Östl. Eltanin-Bruchzone;East Eltanin Fracture Zone;;;;;X
PROV1991;East Challenger Fracture Zone;East Challenger Fracture Zone;East Challenger Fracture Zone;Zona de fractura oriental de Challenger;Östl. Challenger-Bruchzone;East Challenger Fracture Zone;;;;;X
PROV1992;Northwest Humboldt Plain;Northwest Humboldt Plain;Northwest Humboldt Plain;Llanura noroccidental de Humboldt;Nordwestl. Humboldt-Becken;Northwest Humboldt Plain;;;;;X
PROV1993;Southwest Humboldt Plain;Southwest Humboldt Plain;Southwest Humboldt Plain;Llanura suroccidental de Humboldt ;Südwestl. Humboldt-Becken;Southwest Humboldt Plain;;;;;X
PROV1994;Southeast Humboldt Plain;Southeast Humboldt Plain;Southeast Humboldt Plain;Llanura suroriental de Humboldt ;Südöstl. Humboldt-Becken;Southeast Humboldt Plain;;;;;X
PROV1995;Strait of Magellan;Strait of Magellan;Strait of Magellan;Estrecho de Magallanes;Magellanstraße;Strait of Magellan;;;;;X
PROV1996;Cape Horn;Cape Horn;Cape Horn;Cabo de Hornos;Kap Hoorn;Cape Horn;;;;;X
PROV1997;San Jorge Gulf;San Jorge Gulf;San Jorge Gulf;Golfo de San Jorge;San Jorge Golf;San Jorge Gulf;;;;;X
PROV1998;West Falkland Plateau;West Falkland Plateau;West Falkland Plateau;Meseta occidental de las Malvinas;Westl. Falkland-Plateau;West Falkland Plateau;;;;;X
PROV1999;West South Georgia Ridge;West South Georgia Ridge;West South Georgia Ridge;Dorsal suroccidental de Georgia;Westl. Südantillenrücken;West South Georgia Ridge;;;;;X
PROV2000;East South Georgia Ridge;East South Georgia Ridge;East South Georgia Ridge;Dorsal suroriental de Georgia;Östl. Südantillenrücken;East South Georgia Ridge;;;;;X
PROV2001;East Falkland Plateau;East Falkland Plateau;East Falkland Plateau;Meseta oriental de las Malvinas;Östl. Falkland-Plateau;East Falkland Plateau;;;;;X
PROV2002;West South Sandwich Trench;West South Sandwich Trench;West South Sandwich Trench;Fosa occidental de las Sandwich del Sur;Westl. Süd-Sandwich-Graben;West South Sandwich Trench;;;;;X
PROV2003;East South Sandwich Trench;East South Sandwich Trench;East South Sandwich Trench;Fosa oriental de las Sandwich del Sur;Östl. Süd-Sandwich-Graben;East South Sandwich Trench;;;;;X
PROV2004;Southeast Argentine Plain;Southeast Argentine Plain;Southeast Argentine Plain;Sureste de la llanura argentina;Östl. Argentinisches Becken;Southeast Argentine Plain;;;;;X
PROV2005;America-Antactic Ridge;America-Antactic Ridge;America-Antactic Ridge;Dorsal americana-antártica;Amerikanisch-Antarktischer Rücken;America-Antactic Ridge;;;;;X
PROV2006;West Atlantic-Indian Ridge;West Atlantic-Indian Ridge;West Atlantic-Indian Ridge;Dorsal occidental del Atlántico-Índico;Westl. Atlantisch-Indischer Rücken;West Atlantic-Indian Ridge;;;;;X
PROV2007;Cape Plain;Cape Plain;Cape Plain;Llanura de El Cabo;Kapbecken;Cape Plain;;;;;X
PROV2008;Algoa Bay;Algoa Bay;Algoa Bay;Bahía de Algoa;Algoa-Bucht;Algoa Bay;;;;;X
PROV2009;East Atlantic-Indian Ridge;East Atlantic-Indian Ridge;East Atlantic-Indian Ridge;Dorsal oriental del Atlántico-Índico;Östl. Atlantisch-Indischer Rücken;East Atlantic-Indian Ridge;;;;;X
PROV2010;Agulhas Plateau;Agulhas Plateau;Agulhas Plateau;Meseta de Agujas;Agulhasbecken;Agulhas Plateau;;;;;X
PROV2011;Wild Coast;Wild Coast;Wild Coast;Wild Coast;Wilde Küste;Wild Coast;;;;;X
PROV2012;Delagoa Bay;Delagoa Bay;Delagoa Bay;Bahía Delagoa;Delagoa-Bucht;Delagoa Bay;;;;;X
PROV2013;South Natal Basin;South Natal Basin;South Natal Basin;Cuenca sur de Natal;Südl. Natalbecken;South Natal Basin;;;;;X
PROV2014;Southwest Indian Ridge;Southwest Indian Ridge;Southwest Indian Ridge;Dorsal oriental del Índico;Südwestl. Indischer Rücken;Southwest Indian Ridge;;;;;X
PROV2015;Southwest Madagascar Basin;Southwest Madagascar Basin;Southwest Madagascar Basin;Cuenca suroccidental de Madagascar;Südwestl. Madagaskarbecken;Southwest Madagascar Basin;;;;;X
PROV2016;Inhambane Bay;Inhambane Bay;Inhambane Bay;Bahía de Inhambane;Inhambane-Bucht;Inhambane Bay;;;;;X
PROV2017;Sofala Bay;Sofala Bay;Sofala Bay;Bahía de Sofala;Sofala-Bucht;Sofala Bay;;;;;X
PROV2018;Mouth of the Tsiribihina;Mouth of the Tsiribihina;Mouth of the Tsiribihina;Boca del Tsiribihina;Tsiribihinamündung;Mouth of the Tsiribihina;;;;;X
PROV2019;Cape Ankaboa;Cape Ankaboa;Cape Ankaboa;Cabo de Ankaboa;Kap Ankaboa;Cape Ankaboa;;;;;X
PROV2020;East Natal Basin;East Natal Basin;East Natal Basin;Cuenca este de Natal;Östl. Natalbecken;East Natal Basin;;;;;X
PROV2021;Cape Sainte-Maire;Cape Sainte-Maire;Cape Sainte-Maire;Cabo Santa María;Kap Sainte Maire;Cape Sainte-Maire;;;;;X
PROV2022;Northwest Madagascar Basin;Northwest Madagascar Basin;Northwest Madagascar Basin;Cuenca noroccidental de Madagascar;Nordwestl. Madagaskarbecken;Northwest Madagascar Basin;;;;;X
PROV2023;Mouth of the Manambovo;Mouth of the Manambovo;Mouth of the Manambovo;Boca del Manambolo;Manambovomündung;Mouth of the Manambovo;;;;;X
PROV2024;Mouth of the Mananara;Mouth of the Mananara;Mouth of the Mananara;Boca del Mananara;Mananaramündung;Mouth of the Mananara;;;;;X
PROV2025;Northeast Madagascar Basin;Northeast Madagascar Basin;Northeast Madagascar Basin;Cuenca nororiental de Madagascar;Nordöstl. Madagaskarbecken;Northeast Madagascar Basin;;;;;X
PROV2026;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;Meseta septentrional de Mauricio;Südl. Maskarenenrücken;South Mascarene Plateau;;;;;X
PROV2027;East Mascarene Basin;East Mascarene Basin;East Mascarene Basin;Cuenca oriental de Mauricio;Östl. Maskarenenbecken;East Mascarene Basin;;;;;X
PROV2028;Cape d'Andre;Cape d'Andre;Cape d'Andre;Cabo d'Andre;Kap d'Ambre;Cape d'Andre;;;;;X
PROV2029;Bombetoka Bay;Bombetoka Bay;Bombetoka Bay;Bahía de Bombetoka;Bombetoka-Bucht;Bombetoka Bay;;;;;X
PROV2030;Cape Vilanandro;Cape Vilanandro;Cape Vilanandro;Cabo de Vilanandro;Kap Vilanandro;Cape Vilanandro;;;;;X
PROV2031;Zanzibar Channel;Zanzibar Channel;Zanzibar Channel;Canal de Zanzíbar;Sansibar-Straße;Zanzibar Channel;;;;;X
PROV2032;South Coast of Somalia;South Coast of Somalia;South Coast of Somalia;Costa meridional de Somalia;Südküste Somalias;South Coast of Somalia;;;;;X
PROV2033;West Mascarene Basin;West Mascarene Basin;West Mascarene Basin;Cuenca occidental de Mauricio;Westl. Maskarenenbecken;West Mascarene Basin;;;;;X
PROV2034;West Mascarene Plateau;West Mascarene Plateau;West Mascarene Plateau;Meseta occidental de Mauricio;Westl. Maskarenenrücken;West Mascarene Plateau;;;;;X
PROV2035;East Somali Basin;East Somali Basin;East Somali Basin;Cuenca oriental de Somalia;Östl. Somalibecken;East Somali Basin;;;;;X
PROV2036;South Arabian Basin;South Arabian Basin;South Arabian Basin;Cuenca arábiga meridional;Südl. Arabisches Becken;South Arabian Basin;;;;;X
PROV2037;West Arabian Basin;West Arabian Basin;West Arabian Basin;Cuenca arábiga occidental;Westl. Arabisches Becken;West Arabian Basin;;;;;X
PROV2038;Gulf of Halaniyat;Gulf of Halaniyat;Gulf of Halaniyat;Golfo de Halaniyat;Golf von Halaniyat;Gulf of Halaniyat;;;;;X
PROV2039;Gwatar Bay;Gwatar Bay;Gwatar Bay;Bahía de Qatar;Gwadar-Bucht;Gwatar Bay;;;;;X
PROV2040;Gulf of Oman;Gulf of Oman;Gulf of Oman;Golfo de Omán;Golf von Oman;Gulf of Oman;;;;;X
PROV2041;Persian Gulf;Persian Gulf;Persian Gulf;Golfo Pérsico;Persischer Golf;Persian Gulf;;;;;X
PROV2042;Mouths of the Indus;Mouths of the Indus;Mouths of the Indus;Bocas del Indo;Indusmündung;Mouths of the Indus;;;;;X
PROV2043;Gulf of Khambhat;Gulf of Khambhat;Gulf of Khambhat;Golfo de Jamhat;Golf von Cambay;Gulf of Khambhat;;;;;X
PROV2044;Padua Bank;Padua Bank;Padua Bank;Banco de Padua;Padua Bank;Padua Bank;;;;;X
PROV2045;Malabar Coast;Malabar Coast;Malabar Coast;Costa de Malabar;Küste von Malabar;Malabar Coast;;;;;X
PROV2046;Nine Degree Channel;Nine Degree Channel;Nine Degree Channel;Canal de los Nueve Grados;Neun-Grad-Straße;Nine Degree Channel;;;;;X
PROV2047;Gulf of Mannar;Gulf of Mannar;Gulf of Mannar;Golfo de Mannâr;Golf von Mannar;Gulf of Mannar;;;;;X
PROV2048;North Mid-Indian Basin;North Mid-Indian Basin;North Mid-Indian Basin;Cuenca septentrional del Índico medio;Nördl. Zentralind. Becken;North Mid-Indian Basin;;;;;X
PROV2049;South Chagos-Laccadive Plateau;South Chagos-Laccadive Plateau;South Chagos-Laccadive Plateau;Meseta meridional de Chagos-Laquedivas;Südl. Tschagos-Lakkadiven-Plateau;South Chagos-Laccadive Plateau;;;;;X
PROV2050;East Mascarene Plateau;East Mascarene Plateau;East Mascarene Plateau;Meseta oriental de Mauricio;Östl. Maskarenenrücken;East Mascarene Plateau;;;;;X
PROV2051;North Mid-Indian Ridge;North Mid-Indian Ridge;North Mid-Indian Ridge;Dorsal septentrional del Índico medio;Nördl. Zentralind. Rücken;North Mid-Indian Ridge;;;;;X
PROV2052;Central Mid-Indian Basin;Central Mid-Indian Basin;Central Mid-Indian Basin;Cuenca central del Índico medio;Mittl. Zentralind. Becken;Central Mid-Indian Basin;;;;;X
PROV2053;North Ninetyeast Ridge;North Ninetyeast Ridge;North Ninetyeast Ridge;Norte de la dorsal del Meridiano Noventa Este;Nördl. Bengalischer Rücken;North Ninetyeast Ridge;;;;;X
PROV2054;South Bay of Bengal;South Bay of Bengal;South Bay of Bengal;Golfo meridional de Bengala;Südl. Golf von Bengalen;South Bay of Bengal;;;;;X
PROV2055;Central Bay of Bengal;Central Bay of Bengal;Central Bay of Bengal;Golfo central de Bengala;Mittl. Golf von Bengalen;Central Bay of Bengal;;;;;X
PROV2056;West Andaman Sea;West Andaman Sea;West Andaman Sea;Oeste del Mar de Andamán;Westl. Andamanensee;West Andaman Sea;;;;;X
PROV2057;Palk Strait;Palk Strait;Palk Strait;Estrecho de Palk;Palk-Straße;Palk Strait;;;;;X
PROV2058;Mouths of the Krishna;Mouths of the Krishna;Mouths of the Krishna;Bocas del Krishna;Krishnamündung;Mouths of the Krishna;;;;;X
PROV2059;West Mouths of the Ganges;West Mouths of the Ganges;West Mouths of the Ganges;Bocas occidentales del Ganges;Westl. Gangesmüdnung;West Mouths of the Ganges;;;;;X
PROV2060;East Mouths of the Ganges;East Mouths of the Ganges;East Mouths of the Ganges;Bocas orientales del Ganges;Östl. Gangesmündung;East Mouths of the Ganges;;;;;X
PROV2061;Gulf of Martapan;Gulf of Martapan;Gulf of Martapan;Golfo de Martaban;Golf von Martaban;Gulf of Martapan;;;;;X
PROV2062;South Andaman Sea;South Andaman Sea;South Andaman Sea;Sur del Mar de Andamán;Südl. Andamanensee;South Andaman Sea;;;;;X
PROV2063;Central Mid-Indian Ridge;Central Mid-Indian Ridge;Central Mid-Indian Ridge;Dorsal central del Índico medio;Mittl. Zentralind. Rücken;Central Mid-Indian Ridge;;;;;X
PROV2064;South Mid-Indian Ridge;South Mid-Indian Ridge;South Mid-Indian Ridge;Dorsal meridional del Índico medio;Südl. Zentralind. Rücken;South Mid-Indian Ridge;;;;;X
PROV2065;Southeast Madagascar Basin;Southeast Madagascar Basin;Southeast Madagascar Basin;Cuenca suroriental de Madagascar;Südöstl. Madagaskarbecken;Southeast Madagascar Basin;;;;;X
PROV2066;Crozet Basin;Crozet Basin;Crozet Basin;Cuenca de Crozet;Crozetrücken;Crozet Basin;;;;;X
PROV2067;Southeast Indian Ridge;Southeast Indian Ridge;Southeast Indian Ridge;Dorsal suroriental del Índico;Südostindisches Becken;Southeast Indian Ridge;;;;;X
PROV2068;West Broken Ridge;West Broken Ridge;West Broken Ridge;Dorsal Broken occidental;Westl. Westaustral. Rücken;West Broken Ridge;;;;;X
PROV2069;East Broken Ridge;East Broken Ridge;East Broken Ridge;Dorsal Broken oriental;Östl. Westaustral. Rücken;East Broken Ridge;;;;;X
PROV2070;South Mid-Indian Basin;South Mid-Indian Basin;South Mid-Indian Basin;Cuenca meridional del Índico medio;Südl. Zentralind. Becken;South Mid-Indian Basin;;;;;X
PROV2071;South Ninetyeast Ridge;South Ninetyeast Ridge;South Ninetyeast Ridge;Sur de la dorsal del Meridiano Noventa Este;Südl. Bengalischer Rücken;South Ninetyeast Ridge;;;;;X
PROV2072;East Andaman Sea;East Andaman Sea;East Andaman Sea;Este del Mar de Andamán;Östl. Andamanensee;East Andaman Sea;;;;;X
PROV2073;North Malacca Strait;North Malacca Strait;North Malacca Strait;Norte del Estrecho de Malaca;Nördl. Malakka-Straße;North Malacca Strait;;;;;X
PROV2074;Tapanuli Gulf;Tapanuli Gulf;Tapanuli Gulf;Golfo de Tapanuli;Tapanuli-Golf;Tapanuli Gulf;;;;;X
PROV2075;Mentawi Strait;Mentawi Strait;Mentawi Strait;Estrecho de Mentawi;Mentawai-Straße;Mentawi Strait;;;;;X
PROV2076;Central Java Trench;Central Java Trench;Central Java Trench;Fosa central de Java;Mittl. Sundagraben;Central Java Trench;;;;;X
PROV2077;Sunda Strait;Sunda Strait;Sunda Strait;Estrecho de Sunda;Sunda-Straße;Sunda Strait;;;;;X
PROV2078;Investigator Ridge;Investigator Ridge;Investigator Ridge;Dorsal de Investigator;Investigator-Rücken;Investigator Ridge;;;;;X
PROV2079;Wallaby Plateau;Wallaby Plateau;Wallaby Plateau;Meseta de Wallaby;Wallaby-Plateau;Wallaby Plateau;;;;;X
PROV2080;South Java Trench;South Java Trench;South Java Trench;Fosa meridional de Java;Südl. Sundagraben;South Java Trench;;;;;X
PROV2081;East Java Trench;East Java Trench;East Java Trench;Fosa oriental de Java;Östl. Sundagraben;East Java Trench;;;;;X
PROV2082;North Australian Basin;North Australian Basin;North Australian Basin;Cuenca del Norte de Australia;Nordaustral. Becken;North Australian Basin;;;;;X
PROV2083;Cuvier Plateau;Cuvier Plateau;Cuvier Plateau;Meseta de Cuvier;Cuvier-Plateau;Cuvier Plateau;;;;;X
PROV2084;Perth Basin;Perth Basin;Perth Basin;Cuenca de Perth;Perth-Becken;Perth Basin;;;;;X
PROV2085;West South Australian Basin;West South Australian Basin;West South Australian Basin;Cuenca oeste del Sur de Australia;Südwestaustral. Becken;West South Australian Basin;;;;;X
PROV2086;West Continental Slope;West Continental Slope;West Continental Slope;Vertiente Continental occidental;Westl. Kontinentalschelf;West Continental Slope;;;;;X
PROV2087;Cape Naturaliste;Cape Naturaliste;Cape Naturaliste;Cabo de Naturaliste;Kap Naturaliste;Cape Naturaliste;;;;;X
PROV2088;Shark Bay;Shark Bay;Shark Bay;Bahía del Tiburón;Haifischbucht;Shark Bay;;;;;X
PROV2089;Exmouth Gulf;Exmouth Gulf;Exmouth Gulf;Golfo de Exmouth;Exmouth-Golf;Exmouth Gulf;;;;;X
PROV2090;Exmouth Plateau;Exmouth Plateau;Exmouth Plateau;Meseta de Exmouth;Exmouth-Plateau;Exmouth Plateau;;;;;X
PROV2091;King Sound;King Sound;King Sound;Estrecho de King Sound;Kingsund;King Sound;;;;;X
PROV2092;East South Australian Basin;East South Australian Basin;East South Australian Basin;Cuenca este del Sur de Australia;Südostaustral. Becken;East South Australian Basin;;;;;X
PROV2093;East Continental Slope;East Continental Slope;East Continental Slope;Vertiente Continental oriental;Östl. Kontinentalschelf;East Continental Slope;;;;;X
PROV2094;West Cape Howe;West Cape Howe;West Cape Howe;Cabo Howe occidental;Westl. Kap Howe;West Cape Howe;;;;;X
PROV2095;Sandy Bight;Sandy Bight;Sandy Bight;Ensenada Arenosa;Sandige Bucht;Sandy Bight;;;;;X
PROV2096;Head of Bight;Head of Bight;Head of Bight;Ensenada de Head of Bight;Kopf der Bucht;Head of Bight;;;;;X
PROV2097;Spencer Gulf;Spencer Gulf;Spencer Gulf;Golfo de Spencer;Spencergolf;Spencer Gulf;;;;;X
PROV2098;West Bass Strait;West Bass Strait;West Bass Strait;Estrecho occidental de Bass;Westl. Bass-Straße;West Bass Strait;;;;;X
PROV2099;South Tasman Rise;South Tasman Rise;South Tasman Rise;Farallón meridional de Tasmania;Tasmanschwelle;South Tasman Rise;;;;;X
PROV2100;East Bass Strait;East Bass Strait;East Bass Strait;Estrecho oriental de Bass;Östl. Bass-Straße;East Bass Strait;;;;;X
PROV2101;East South Solomon Trench;East South Solomon Trench;East South Solomon Trench;Fosa oriental de las Salomón meridionales;Östl. Santa-Cruz-Graben;East South Solomon Trench;;;;;X
PROV2102;West Cape;West Cape;West Cape;West Cape;Westkap;West Cape;;;;;X
PROV2103;Foveaux Strait;Foveaux Strait;Foveaux Strait;Estrecho de Foveaux;Foveaux-Straße;Foveaux Strait;;;;;X
PROV2104;West Campbell Plateau;West Campbell Plateau;West Campbell Plateau;Meseta occidental de Campbell;Westl. Campbell-Plateau;West Campbell Plateau;;;;;X
PROV2105;Hawke Bay;Hawke Bay;Hawke Bay;Bahía Hawke;Hawke-Bucht;Hawke Bay;;;;;X
PROV2106;Bay of Plenty;Bay of Plenty;Bay of Plenty;Bahía de Plenty;Bucht des Überflusses;Bay of Plenty;;;;;X
PROV2107;New Caledonia Basin;New Caledonia Basin;New Caledonia Basin;Cuenca de Nueva Caledonia;Neukaledonisches Becken;New Caledonia Basin;;;;;X
PROV2108;North Cape;North Cape;North Cape;Cabo Norte;North Cape;North Cape;;;;;X
PROV2109;Lord Howe Rise;Lord Howe Rise;Lord Howe Rise;Farallón de Lord Howe;Lord-Howe-Schwelle;Lord Howe Rise;;;;;X
PROV2110;Cook Strait;Cook Strait;Cook Strait;Estrecho de Cook;Cook-Straße;Cook Strait;;;;;X
PROV2111;Botany Bay;Botany Bay;Botany Bay;Bahía de Botany;Botany-Bucht;Botany Bay;;;;;X
PROV2112;Cape Byron;Cape Byron;Cape Byron;Cape Byron;Kap Byron;Cape Byron;;;;;X
PROV2113;Southwest Great Barrier Reef;Southwest Great Barrier Reef;Southwest Great Barrier Reef;Suroeste de la Gran Barrera de Arrecifes;Südwestl. Großes Barriereriff;Southwest Great Barrier Reef;;;;;X
PROV2114;Southeast Great Barrier Reef;Southeast Great Barrier Reef;Southeast Great Barrier Reef;Sureste de la Gran Barrera de Arrecifes;Südöstl. Großes Barriereriff;Southeast Great Barrier Reef;;;;;X
PROV2115;Central South Solomon Trench;Central South Solomon Trench;Central South Solomon Trench;Fosa central de las Salomón meridionales;Mittl. Santa-Cruz-Graben;Central South Solomon Trench;;;;;X
PROV2116;Northeast Great Barrier Reef;Northeast Great Barrier Reef;Northeast Great Barrier Reef;Noreste de la Gran Barrera de Arrecifes;Nordöstl. Großes Barriereriff;Northeast Great Barrier Reef;;;;;X
PROV2117;Central Solomon Sea;Central Solomon Sea;Central Solomon Sea;Mar central de las salomón;Mittl. Salomonensee;Central Solomon Sea;;;;;X
PROV2118;The Slot;The Slot;The Slot;The Slot;New-Georgia-Sund;The Slot;;;;;X
PROV2119;South Solomon Sea;South Solomon Sea;South Solomon Sea;Mar de las Salomón meridionales;Südl. Salomonensee;South Solomon Sea;;;;;X
PROV2120;West South Solomon Trench;West South Solomon Trench;West South Solomon Trench;Fosa occidental de las Salomón meridionales;Westl. Santa-Cruz-Graben;West South Solomon Trench;;;;;X
PROV2121;St. George's Channel;St. George's Channel;St. George's Channel;Canal de San Jorge;St. George's Channel;St. George's Channel;;;;;X
PROV2122;Huon Gulf;Huon Gulf;Huon Gulf;Golfo de las Huon;Huon-Golf;Huon Gulf;;;;;X
PROV2123;Ysabel Channel;Ysabel Channel;Ysabel Channel;Canal Isabela;Isabel-Kanal;Ysabel Channel;;;;;X
PROV2124;Northwest Gilberts;Northwest Gilberts;Northwest Gilberts;Islas Gilbert del noroeste;Nordwestl. Gilbertinseln;Northwest Gilberts;;;;;X
PROV2125;West Gilberts;West Gilberts;West Gilberts;Islas Gilbert del oeste;Westl. Gilbertinseln;West Gilberts;;;;;X
PROV2126;Gulf of Papua;Gulf of Papua;Gulf of Papua;Golfo de Papúa;Golf von Papua;Gulf of Papua;;;;;X
PROV2127;Goodenough Bay;Goodenough Bay;Goodenough Bay;Bahía de Goodenough;Goodenough Bay;Goodenough Bay;;;;;X
