#
# Reworked by Aregorn for HSR2_DD
#
##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);;;;;x
PROV1933;West Mendocino Fracture Zone;West Mendocino Fracture Zone;West Mendocino Fracture Zone;Zona de fractura occidental Mendocino;West Mendocino Fracture Zone;West Mendocino Fracture Zone;;;;;X
PROV1934;East Menocino Fracture Zone;East Menocino Fracture Zone;East Menocino Fracture Zone;Zona de fractura oriental Mendocino;East Menocino Fracture Zone;East Menocino Fracture Zone;;;;;X
PROV1935;Patton Escarpment;Patton Escarpment;Patton Escarpment;Escarpaduras de Patton;Patton Escarpment;Patton Escarpment;;;;;X
PROV1936;Cape Mendocino;Cape Mendocino;Cape Mendocino;Cabo de Mendocino;Cape Mendocino;Cape Mendocino;;;;;X
PROV1937;San Francisco Bay;San Francisco Bay;San Francisco Bay;Bahía de San Francisco;San Francisco Bay;San Francisco Bay;;;;;X
PROV1938;Santa Barbara Channel;Santa Barbara Channel;Santa Barbara Channel;Canal de Santa Bárbara;Santa Barbara Channel;Santa Barbara Channel;;;;;X
PROV1939;Sebastian Vizcaino Bay;Sebastian Vizcaino Bay;Sebastian Vizcaino Bay;Bahía de Sebastián Vizcaíno;Sebastian Vizcaino Bay;Sebastian Vizcaino Bay;;;;;X
PROV1940;Cedros Trench;Cedros Trench;Cedros Trench;Fosa de Cedros;Cedros Trench;Cedros Trench;;;;;X
PROV1941;Magdelena Bay;Magdelena Bay;Magdelena Bay;Bahía Magdalena;Magdelena Bay;Magdelena Bay;;;;;X
PROV1942;East Molokai Fracture Zone;East Molokai Fracture Zone;East Molokai Fracture Zone;Zona de fractura oriental de Molokai;East Molokai Fracture Zone;East Molokai Fracture Zone;;;;;X
PROV1943;West Molokai Fracture Zone;West Molokai Fracture Zone;West Molokai Fracture Zone;Zona de fractura occidental de Molokai;West Molokai Fracture Zone;West Molokai Fracture Zone;;;;;X
PROV1944;French Frigate Shoals;French Frigate Shoals;French Frigate Shoals;Bajíos de la Fragata Francesa;French Frigate Shoals;French Frigate Shoals;;;;;X
PROV1945;South Central Hawaiian Rise;South Central Hawaiian Rise;South Central Hawaiian Rise;Farallón central-meridional de las Hawai;South Central Hawaiian Rise;South Central Hawaiian Rise;;;;;X
PROV1946;Magellan Rise;Magellan Rise;Magellan Rise;Farallón de Magallanes;Magellan Rise;Magellan Rise;;;;;X
PROV1947;South Hawaiian Rise;South Hawaiian Rise;South Hawaiian Rise;Farallón meridional de las Hawai;South Hawaiian Rise;South Hawaiian Rise;;;;;X
PROV1948;West Magellan Rise;West Magellan Rise;West Magellan Rise;Farallón occidental de Magallanes;West Magellan Rise;West Magellan Rise;;;;;X
PROV1949;East Magellan Rise;East Magellan Rise;East Magellan Rise;Farallón oriental de Magallanes;East Magellan Rise;East Magellan Rise;;;;;X
PROV1950;South Magellan Rise;South Magellan Rise;South Magellan Rise;Farallón meridional de Magallanes;South Magellan Rise;South Magellan Rise;;;;;X
PROV1951;Central Gilberts;Central Gilberts;Central Gilberts;Gilbert centrales;Central Gilberts;Central Gilberts;;;;;X
PROV1952;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;Paso Gilbert-Phoenix;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;;;;;X
PROV1953;South Line Islands;South Line Islands;South Line Islands;Sur de las Kiribati;South Line Islands;South Line Islands;;;;;X
PROV1954;Central Line Islands;Central Line Islands;Central Line Islands;Centro de las Kiribati;Central Line Islands;Central Line Islands;;;;;X
PROV1955;North Line Islands;North Line Islands;North Line Islands;Norte de las Kiribati;North Line Islands;North Line Islands;;;;;X
PROV1956;West Clarion Fracture Zone;West Clarion Fracture Zone;West Clarion Fracture Zone;Zona de fractura occidental de Clarion;West Clarion Fracture Zone;West Clarion Fracture Zone;;;;;X
PROV1957;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;Extremo occidental de la zona de fractura de Clipperton;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;;;;;X
PROV1958;West Clipperton Fracture Zone;West Clipperton Fracture Zone;West Clipperton Fracture Zone;Zona de fractura occidental de Clipperton;West Clipperton Fracture Zone;West Clipperton Fracture Zone;;;;;X
PROV1959;East Clipperton Fracture Zone;East Clipperton Fracture Zone;East Clipperton Fracture Zone;Zona de fractura oriental de Clipperton;East Clipperton Fracture Zone;East Clipperton Fracture Zone;;;;;X
PROV1960;Far East Clipperton Fracture Zone;Far East Clipperton Fracture Zone;Far East Clipperton Fracture Zone;Extremo oriental de la zona de fractura de Clipperton;Far East Clipperton Fracture Zone;Far East Clipperton Fracture Zone;;;;;X
PROV1961;South Guatamala Basin;South Guatamala Basin;South Guatamala Basin;Cuenca sur de Guatemala;South Guatamala Basin;South Guatamala Basin;;;;;X
PROV1962;North Guatamala Basin;North Guatamala Basin;North Guatamala Basin;Cuenca norte de Guatemala;North Guatamala Basin;North Guatamala Basin;;;;;X
PROV1963;North Peru-Chile Trench;North Peru-Chile Trench;North Peru-Chile Trench;Norte de la fosa Peruano-Chilena;North Peru-Chile Trench;North Peru-Chile Trench;;;;;X
PROV1964;Manta Bay;Manta Bay;Manta Bay;Bahía de Manta;Manta Bay;Manta Bay;;;;;X
PROV1965;Gulf of Guayaquil;Gulf of Guayaquil;Gulf of Guayaquil;Golfo de Guayaquil;Gulf of Guayaquil;Gulf of Guayaquil;;;;;X
PROV1966;Samanco Bay;Samanco Bay;Samanco Bay;Bahía de Samanco;Samanco Bay;Samanco Bay;;;;;X
PROV1967;Central Peru-Chile Trench;Central Peru-Chile Trench;Central Peru-Chile Trench;Centro de la fosa Peruano-Chilena;Central Peru-Chile Trench;Central Peru-Chile Trench;;;;;X
PROV1968;Peru Basin;Peru Basin;Peru Basin;Cuenca peruana;Peru Basin;Peru Basin;;;;;X
PROV1969;East Easter Fracture Zone;East Easter Fracture Zone;East Easter Fracture Zone;Zona de fractura oriental de Pascua;East Easter Fracture Zone;East Easter Fracture Zone;;;;;X
PROV1970;East Marquesas Fracture Zone;East Marquesas Fracture Zone;East Marquesas Fracture Zone;Zona de fractura oriental de las Marquesas;East Marquesas Fracture Zone;East Marquesas Fracture Zone;;;;;X
PROV1971;West Easter Fracture Zone;West Easter Fracture Zone;West Easter Fracture Zone;Zona de fractura occidental de Pascua;West Easter Fracture Zone;West Easter Fracture Zone;;;;;X
PROV1972;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;Zona de fractura central de las Marquesas;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;;;;;X
PROV1973;West Marquesas Fracture Zone;West Marquesas Fracture Zone;West Marquesas Fracture Zone;Zona de fractura occidental de las Marquesas;West Marquesas Fracture Zone;West Marquesas Fracture Zone;;;;;X
PROV1974;Manihiki Plateau;Manihiki Plateau;Manihiki Plateau;Meseta de Manihiki;Manihiki Plateau;Manihiki Plateau;;;;;X
PROV1975;North Tonga Trench;North Tonga Trench;North Tonga Trench;Fosa septentrional de las Tonga;North Tonga Trench;North Tonga Trench;;;;;X
PROV1976;Norfolk Ridge;Norfolk Ridge;Norfolk Ridge;Dorsal de las Norfolk;Norfolk Ridge;Norfolk Ridge;;;;;X
PROV1977;Kermadec Trench;Kermadec Trench;Kermadec Trench;Fosa de las Kermadec;Kermadec Trench;Kermadec Trench;;;;;X
PROV1978;East Campbell Plateau;East Campbell Plateau;East Campbell Plateau;Meseta oriental de Campbell;East Campbell Plateau;East Campbell Plateau;;;;;X
PROV1979;West Louisville Ridge;West Louisville Ridge;West Louisville Ridge;Dorsal occidental de Louisville;West Louisville Ridge;West Louisville Ridge;;;;;X
PROV1980;West Tonga Trench;West Tonga Trench;West Tonga Trench;Fosa occidental de las Tonga;West Tonga Trench;West Tonga Trench;;;;;X
PROV1981;East Tonga Trench;East Tonga Trench;East Tonga Trench;Fosa oriental de las Tonga;East Tonga Trench;East Tonga Trench;;;;;X
PROV1982;East Louisville Ridge;East Louisville Ridge;East Louisville Ridge;Dorsal oriental de Louisville;East Louisville Ridge;East Louisville Ridge;;;;;X
PROV1983;West Udintsev Fracture Zone;West Udintsev Fracture Zone;West Udintsev Fracture Zone;Zona de fractura occidental de Udintsev;West Udintsev Fracture Zone;West Udintsev Fracture Zone;;;;;X
PROV1984;Central Udintsev Fracture Zone;Central Udintsev Fracture Zone;Central Udintsev Fracture Zone;Zona de fractura central de Udintsev;Central Udintsev Fracture Zone;Central Udintsev Fracture Zone;;;;;X
PROV1985;West Eltanin Fracture Zone;West Eltanin Fracture Zone;West Eltanin Fracture Zone;Zona de fractura occidental de Eltanin;West Eltanin Fracture Zone;West Eltanin Fracture Zone;;;;;X
PROV1986;West Challenger Fracture Zone;West Challenger Fracture Zone;West Challenger Fracture Zone;Zona de fractura occidental de Challenger;West Challenger Fracture Zone;West Challenger Fracture Zone;;;;;X
PROV1987;Central Challenger Fracture Zone;Central Challenger Fracture Zone;Central Challenger Fracture Zone;Zona de fractura central de Challenger;Central Challenger Fracture Zone;Central Challenger Fracture Zone;;;;;X
PROV1988;Central Eltanin Fracture Zone;Central Eltanin Fracture Zone;Central Eltanin Fracture Zone;Zona de fractura central de Eltanin;Central Eltanin Fracture Zone;Central Eltanin Fracture Zone;;;;;X
PROV1989;East Udintsev Fracture Zone;East Udintsev Fracture Zone;East Udintsev Fracture Zone;Zona de fractura oriental de Udintsev;East Udintsev Fracture Zone;East Udintsev Fracture Zone;;;;;X
PROV1990;East Eltanin Fracture Zone;East Eltanin Fracture Zone;East Eltanin Fracture Zone;Zona de fractura oriental de Eltanin;East Eltanin Fracture Zone;East Eltanin Fracture Zone;;;;;X
PROV1991;East Challenger Fracture Zone;East Challenger Fracture Zone;East Challenger Fracture Zone;Zona de fractura oriental de Challenger;East Challenger Fracture Zone;East Challenger Fracture Zone;;;;;X
PROV1992;Northwest Humboldt Plain;Northwest Humboldt Plain;Northwest Humboldt Plain;Llanura noroccidental de Humboldt;Northwest Humboldt Plain;Northwest Humboldt Plain;;;;;X
PROV1993;Southwest Humboldt Plain;Southwest Humboldt Plain;Southwest Humboldt Plain;Llanura suroccidental de Humboldt ;Southwest Humboldt Plain;Southwest Humboldt Plain;;;;;X
PROV1994;Southeast Humboldt Plain;Southeast Humboldt Plain;Southeast Humboldt Plain;Llanura suroriental de Humboldt ;Southeast Humboldt Plain;Southeast Humboldt Plain;;;;;X
PROV1995;Strait of Magellan;Strait of Magellan;Strait of Magellan;Estrecho de Magallanes;Strait of Magellan;Strait of Magellan;;;;;X
PROV1996;Cape Horn;Cape Horn;Cape Horn;Cabo de Hornos;Cape Horn;Cape Horn;;;;;X
PROV1997;San Jorge Gulf;San Jorge Gulf;San Jorge Gulf;Golfo de San Jorge;San Jorge Gulf;San Jorge Gulf;;;;;X
PROV1998;West Falkland Plateau;West Falkland Plateau;West Falkland Plateau;Meseta occidental de las Malvinas;West Falkland Plateau;West Falkland Plateau;;;;;X
PROV1999;West South Georgia Ridge;West South Georgia Ridge;West South Georgia Ridge;Dorsal suroccidental de Georgia;West South Georgia Ridge;West South Georgia Ridge;;;;;X
PROV2000;East South Georgia Ridge;East South Georgia Ridge;East South Georgia Ridge;Dorsal suroriental de Georgia;East South Georgia Ridge;East South Georgia Ridge;;;;;X
PROV2001;East Falkland Plateau;East Falkland Plateau;East Falkland Plateau;Meseta oriental de las Malvinas;East Falkland Plateau;East Falkland Plateau;;;;;X
PROV2002;West South Sandwich Trench;West South Sandwich Trench;West South Sandwich Trench;Fosa occidental de las Sandwich del Sur;West South Sandwich Trench;West South Sandwich Trench;;;;;X
PROV2003;East South Sandwich Trench;East South Sandwich Trench;East South Sandwich Trench;Fosa oriental de las Sandwich del Sur;East South Sandwich Trench;East South Sandwich Trench;;;;;X
PROV2004;Southeast Argentine Plain;Southeast Argentine Plain;Southeast Argentine Plain;Sureste de la llanura argentina;Southeast Argentine Plain;Southeast Argentine Plain;;;;;X
PROV2005;America-Antactic Ridge;America-Antactic Ridge;America-Antactic Ridge;Dorsal americana-antártica;America-Antactic Ridge;America-Antactic Ridge;;;;;X
PROV2006;West Atlantic-Indian Ridge;West Atlantic-Indian Ridge;West Atlantic-Indian Ridge;Dorsal occidental del Atlántico-Índico;West Atlantic-Indian Ridge;West Atlantic-Indian Ridge;;;;;X
PROV2007;Cape Plain;Cape Plain;Cape Plain;Llanura de El Cabo;Cape Plain;Cape Plain;;;;;X
PROV2008;Algoa Bay;Algoa Bay;Algoa Bay;Bahía de Algoa;Algoa Bay;Algoa Bay;;;;;X
PROV2009;East Atlantic-Indian Ridge;East Atlantic-Indian Ridge;East Atlantic-Indian Ridge;Dorsal oriental del Atlántico-Índico;East Atlantic-Indian Ridge;East Atlantic-Indian Ridge;;;;;X
PROV2010;Agulhas Plateau;Agulhas Plateau;Agulhas Plateau;Meseta de Agujas;Agulhas Plateau;Agulhas Plateau;;;;;X
PROV2011;Wild Coast;Wild Coast;Wild Coast;Wild Coast;Wild Coast;Wild Coast;;;;;X
PROV2012;Delagoa Bay;Delagoa Bay;Delagoa Bay;Bahía Delagoa;Delagoa Bay;Delagoa Bay;;;;;X
PROV2013;South Natal Basin;South Natal Basin;South Natal Basin;Cuenca sur de Natal;South Natal Basin;South Natal Basin;;;;;X
PROV2014;Southwest Indian Ridge;Southwest Indian Ridge;Southwest Indian Ridge;Dorsal oriental del Índico;Southwest Indian Ridge;Southwest Indian Ridge;;;;;X
PROV2015;Southwest Madagascar Basin;Southwest Madagascar Basin;Southwest Madagascar Basin;Cuenca suroccidental de Madagascar;Southwest Madagascar Basin;Southwest Madagascar Basin;;;;;X
PROV2016;Inhambane Bay;Inhambane Bay;Inhambane Bay;Bahía de Inhambane;Inhambane Bay;Inhambane Bay;;;;;X
PROV2017;Sofala Bay;Sofala Bay;Sofala Bay;Bahía de Sofala;Sofala Bay;Sofala Bay;;;;;X
PROV2018;Mouth of the Tsiribihina;Mouth of the Tsiribihina;Mouth of the Tsiribihina;Boca del Tsiribihina;Mouth of the Tsiribihina;Mouth of the Tsiribihina;;;;;X
PROV2019;Cape Ankaboa;Cape Ankaboa;Cape Ankaboa;Cabo de Ankaboa;Cape Ankaboa;Cape Ankaboa;;;;;X
PROV2020;East Natal Basin;East Natal Basin;East Natal Basin;Cuenca este de Natal;East Natal Basin;East Natal Basin;;;;;X
PROV2021;Cape Sainte-Maire;Cape Sainte-Maire;Cape Sainte-Maire;Cabo Santa María;Cape Sainte-Maire;Cape Sainte-Maire;;;;;X
PROV2022;Northwest Madagascar Basin;Northwest Madagascar Basin;Northwest Madagascar Basin;Cuenca noroccidental de Madagascar;Northwest Madagascar Basin;Northwest Madagascar Basin;;;;;X
PROV2023;Mouth of the Manambovo;Mouth of the Manambovo;Mouth of the Manambovo;Boca del Manambolo;Mouth of the Manambovo;Mouth of the Manambovo;;;;;X
PROV2024;Mouth of the Mananara;Mouth of the Mananara;Mouth of the Mananara;Boca del Mananara;Mouth of the Mananara;Mouth of the Mananara;;;;;X
PROV2025;Northeast Madagascar Basin;Northeast Madagascar Basin;Northeast Madagascar Basin;Cuenca nororiental de Madagascar;Northeast Madagascar Basin;Northeast Madagascar Basin;;;;;X
PROV2026;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;Meseta septentrional de Mauricio;South Mascarene Plateau;South Mascarene Plateau;;;;;X
PROV2027;East Mascarene Basin;East Mascarene Basin;East Mascarene Basin;Cuenca oriental de Mauricio;East Mascarene Basin;East Mascarene Basin;;;;;X
PROV2028;Cape d'Andre;Cape d'Andre;Cape d'Andre;Cabo d'Andre;Cape d'Andre;Cape d'Andre;;;;;X
PROV2029;Bombetoka Bay;Bombetoka Bay;Bombetoka Bay;Bahía de Bombetoka;Bombetoka Bay;Bombetoka Bay;;;;;X
PROV2030;Cape Vilanandro;Cape Vilanandro;Cape Vilanandro;Cabo de Vilanandro;Cape Vilanandro;Cape Vilanandro;;;;;X
PROV2031;Zanzibar Channel;Zanzibar Channel;Zanzibar Channel;Canal de Zanzíbar;Zanzibar Channel;Zanzibar Channel;;;;;X
PROV2032;South Coast of Somalia;South Coast of Somalia;South Coast of Somalia;Costa meridional de Somalia;South Coast of Somalia;South Coast of Somalia;;;;;X
PROV2033;West Mascarene Basin;West Mascarene Basin;West Mascarene Basin;Cuenca occidental de Mauricio;West Mascarene Basin;West Mascarene Basin;;;;;X
PROV2034;West Mascarene Plateau;West Mascarene Plateau;West Mascarene Plateau;Meseta occidental de Mauricio;West Mascarene Plateau;West Mascarene Plateau;;;;;X
PROV2035;East Somali Basin;East Somali Basin;East Somali Basin;Cuenca oriental de Somalia;East Somali Basin;East Somali Basin;;;;;X
PROV2036;South Arabian Basin;South Arabian Basin;South Arabian Basin;Cuenca arábiga meridional;South Arabian Basin;South Arabian Basin;;;;;X
PROV2037;West Arabian Basin;West Arabian Basin;West Arabian Basin;Cuenca arábiga occidental;West Arabian Basin;West Arabian Basin;;;;;X
PROV2038;Gulf of Halaniyat;Gulf of Halaniyat;Gulf of Halaniyat;Golfo de Halaniyat;Gulf of Halaniyat;Gulf of Halaniyat;;;;;X
PROV2039;Gwatar Bay;Gwatar Bay;Gwatar Bay;Bahía de Qatar;Gwatar Bay;Gwatar Bay;;;;;X
PROV2040;Gulf of Oman;Gulf of Oman;Gulf of Oman;Golfo de Omán;Gulf of Oman;Gulf of Oman;;;;;X
PROV2041;Persian Gulf;Persian Gulf;Persian Gulf;Golfo Pérsico;Persian Gulf;Persian Gulf;;;;;X
PROV2042;Mouths of the Indus;Mouths of the Indus;Mouths of the Indus;Bocas del Indo;Mouths of the Indus;Mouths of the Indus;;;;;X
PROV2043;Gulf of Khambhat;Gulf of Khambhat;Gulf of Khambhat;Golfo de Jamhat;Gulf of Khambhat;Gulf of Khambhat;;;;;X
PROV2044;Padua Bank;Padua Bank;Padua Bank;Banco de Padua;Padua Bank;Padua Bank;;;;;X
PROV2045;Malabar Coast;Malabar Coast;Malabar Coast;Costa de Malabar;Malabar Coast;Malabar Coast;;;;;X
PROV2046;Nine Degree Channel;Nine Degree Channel;Nine Degree Channel;Canal de los Nueve Grados;Nine Degree Channel;Nine Degree Channel;;;;;X
PROV2047;Gulf of Mannar;Gulf of Mannar;Gulf of Mannar;Golfo de Mannâr;Gulf of Mannar;Gulf of Mannar;;;;;X
PROV2048;North Mid-Indian Basin;North Mid-Indian Basin;North Mid-Indian Basin;Cuenca septentrional del Índico medio;North Mid-Indian Basin;North Mid-Indian Basin;;;;;X
PROV2049;South Chagos-Laccadive Plateau;South Chagos-Laccadive Plateau;South Chagos-Laccadive Plateau;Meseta meridional de Chagos-Laquedivas;South Chagos-Laccadive Plateau;South Chagos-Laccadive Plateau;;;;;X
PROV2050;East Mascarene Plateau;East Mascarene Plateau;East Mascarene Plateau;Meseta oriental de Mauricio;East Mascarene Plateau;East Mascarene Plateau;;;;;X
PROV2051;North Mid-Indian Ridge;North Mid-Indian Ridge;North Mid-Indian Ridge;Dorsal septentrional del Índico medio;North Mid-Indian Ridge;North Mid-Indian Ridge;;;;;X
PROV2052;Central Mid-Indian Basin;Central Mid-Indian Basin;Central Mid-Indian Basin;Cuenca central del Índico medio;Central Mid-Indian Basin;Central Mid-Indian Basin;;;;;X
PROV2053;North Ninetyeast Ridge;North Ninetyeast Ridge;North Ninetyeast Ridge;Norte de la dorsal del Meridiano Noventa Este;North Ninetyeast Ridge;North Ninetyeast Ridge;;;;;X
PROV2054;South Bay of Bengal;South Bay of Bengal;South Bay of Bengal;Golfo meridional de Bengala;South Bay of Bengal;South Bay of Bengal;;;;;X
PROV2055;Central Bay of Bengal;Central Bay of Bengal;Central Bay of Bengal;Golfo central de Bengala;Central Bay of Bengal;Central Bay of Bengal;;;;;X
PROV2056;West Andaman Sea;West Andaman Sea;West Andaman Sea;Oeste del Mar de Andamán;West Andaman Sea;West Andaman Sea;;;;;X
PROV2057;Palk Strait;Palk Strait;Palk Strait;Estrecho de Palk;Palk Strait;Palk Strait;;;;;X
PROV2058;Mouths of the Krishna;Mouths of the Krishna;Mouths of the Krishna;Bocas del Krishna;Mouths of the Krishna;Mouths of the Krishna;;;;;X
PROV2059;West Mouths of the Ganges;West Mouths of the Ganges;West Mouths of the Ganges;Bocas occidentales del Ganges;West Mouths of the Ganges;West Mouths of the Ganges;;;;;X
PROV2060;East Mouths of the Ganges;East Mouths of the Ganges;East Mouths of the Ganges;Bocas orientales del Ganges;East Mouths of the Ganges;East Mouths of the Ganges;;;;;X
PROV2061;Gulf of Martapan;Gulf of Martapan;Gulf of Martapan;Golfo de Martaban;Gulf of Martapan;Gulf of Martapan;;;;;X
PROV2062;South Andaman Sea;South Andaman Sea;South Andaman Sea;Sur del Mar de Andamán;South Andaman Sea;South Andaman Sea;;;;;X
PROV2063;Central Mid-Indian Ridge;Central Mid-Indian Ridge;Central Mid-Indian Ridge;Dorsal central del Índico medio;Central Mid-Indian Ridge;Central Mid-Indian Ridge;;;;;X
PROV2064;South Mid-Indian Ridge;South Mid-Indian Ridge;South Mid-Indian Ridge;Dorsal meridional del Índico medio;South Mid-Indian Ridge;South Mid-Indian Ridge;;;;;X
PROV2065;Southeast Madagascar Basin;Southeast Madagascar Basin;Southeast Madagascar Basin;Cuenca suroriental de Madagascar;Southeast Madagascar Basin;Southeast Madagascar Basin;;;;;X
PROV2066;Crozet Basin;Crozet Basin;Crozet Basin;Cuenca de Crozet;Crozet Basin;Crozet Basin;;;;;X
PROV2067;Southeast Indian Ridge;Southeast Indian Ridge;Southeast Indian Ridge;Dorsal suroriental del Índico;Southeast Indian Ridge;Southeast Indian Ridge;;;;;X
PROV2068;West Broken Ridge;West Broken Ridge;West Broken Ridge;Dorsal Broken occidental;West Broken Ridge;West Broken Ridge;;;;;X
PROV2069;East Broken Ridge;East Broken Ridge;East Broken Ridge;Dorsal Broken oriental;East Broken Ridge;East Broken Ridge;;;;;X
PROV2070;South Mid-Indian Basin;South Mid-Indian Basin;South Mid-Indian Basin;Cuenca meridional del Índico medio;South Mid-Indian Basin;South Mid-Indian Basin;;;;;X
PROV2071;South Ninetyeast Ridge;South Ninetyeast Ridge;South Ninetyeast Ridge;Sur de la dorsal del Meridiano Noventa Este;South Ninetyeast Ridge;South Ninetyeast Ridge;;;;;X
PROV2072;East Andaman Sea;East Andaman Sea;East Andaman Sea;Este del Mar de Andamán;East Andaman Sea;East Andaman Sea;;;;;X
PROV2073;North Malacca Strait;North Malacca Strait;North Malacca Strait;Norte del Estrecho de Malaca;North Malacca Strait;North Malacca Strait;;;;;X
PROV2074;Tapanuli Gulf;Tapanuli Gulf;Tapanuli Gulf;Golfo de Tapanuli;Tapanuli Gulf;Tapanuli Gulf;;;;;X
PROV2075;Mentawi Strait;Mentawi Strait;Mentawi Strait;Estrecho de Mentawi;Mentawi Strait;Mentawi Strait;;;;;X
PROV2076;Central Java Trench;Central Java Trench;Central Java Trench;Fosa central de Java;Central Java Trench;Central Java Trench;;;;;X
PROV2077;Sunda Strait;Sunda Strait;Sunda Strait;Estrecho de Sunda;Sunda Strait;Sunda Strait;;;;;X
PROV2078;Investigator Ridge;Investigator Ridge;Investigator Ridge;Dorsal de Investigator;Investigator Ridge;Investigator Ridge;;;;;X
PROV2079;Wallaby Plateau;Wallaby Plateau;Wallaby Plateau;Meseta de Wallaby;Wallaby Plateau;Wallaby Plateau;;;;;X
PROV2080;South Java Trench;South Java Trench;South Java Trench;Fosa meridional de Java;South Java Trench;South Java Trench;;;;;X
PROV2081;East Java Trench;East Java Trench;East Java Trench;Fosa oriental de Java;East Java Trench;East Java Trench;;;;;X
PROV2082;North Australian Basin;North Australian Basin;North Australian Basin;Cuenca del Norte de Australia;North Australian Basin;North Australian Basin;;;;;X
PROV2083;Cuvier Plateau;Cuvier Plateau;Cuvier Plateau;Meseta de Cuvier;Cuvier Plateau;Cuvier Plateau;;;;;X
PROV2084;Perth Basin;Perth Basin;Perth Basin;Cuenca de Perth;Perth Basin;Perth Basin;;;;;X
PROV2085;West South Australian Basin;West South Australian Basin;West South Australian Basin;Cuenca oeste del Sur de Australia;West South Australian Basin;West South Australian Basin;;;;;X
PROV2086;West Continental Slope;West Continental Slope;West Continental Slope;Vertiente Continental occidental;West Continental Slope;West Continental Slope;;;;;X
PROV2087;Cape Naturaliste;Cape Naturaliste;Cape Naturaliste;Cabo de Naturaliste;Cape Naturaliste;Cape Naturaliste;;;;;X
PROV2088;Shark Bay;Shark Bay;Shark Bay;Bahía del Tiburón;Shark Bay;Shark Bay;;;;;X
PROV2089;Exmouth Gulf;Exmouth Gulf;Exmouth Gulf;Golfo de Exmouth;Exmouth Gulf;Exmouth Gulf;;;;;X
PROV2090;Exmouth Plateau;Exmouth Plateau;Exmouth Plateau;Meseta de Exmouth;Exmouth Plateau;Exmouth Plateau;;;;;X
PROV2091;King Sound;King Sound;King Sound;Estrecho de King Sound;King Sound;King Sound;;;;;X
PROV2092;East South Australian Basin;East South Australian Basin;East South Australian Basin;Cuenca este del Sur de Australia;East South Australian Basin;East South Australian Basin;;;;;X
PROV2093;East Continental Slope;East Continental Slope;East Continental Slope;Vertiente Continental oriental;East Continental Slope;East Continental Slope;;;;;X
PROV2094;West Cape Howe;West Cape Howe;West Cape Howe;Cabo Howe occidental;West Cape Howe;West Cape Howe;;;;;X
PROV2095;Sandy Bight;Sandy Bight;Sandy Bight;Ensenada Arenosa;Sandy Bight;Sandy Bight;;;;;X
PROV2096;Head of Bight;Head of Bight;Head of Bight;Ensenada de Head of Bight;Head of Bight;Head of Bight;;;;;X
PROV2097;Spencer Gulf;Spencer Gulf;Spencer Gulf;Golfo de Spencer;Spencer Gulf;Spencer Gulf;;;;;X
PROV2098;West Bass Strait;West Bass Strait;West Bass Strait;Estrecho occidental de Bass;West Bass Strait;West Bass Strait;;;;;X
